"conversation_id","conversation_length","customer_message_count","tesco_support_message_count","first_customer_tweet_id","first_customer_message","all_customer_messages","all_tesco_support_messages","candidate_review_status","evaluation_incoming_tweet_id","evaluation_incoming_message","human_intent","annotator_confidence","is_multi_intent","secondary_issue_present","annotation_notes","annotation_status","parent_tweet_missing","reconstruction_note","candidate_intent_screening","candidate_score_screening","candidate_basis_screening","exact_duplicate_risk","near_duplicate_risk","review_pool_reason"
"1169033","3","1","2","1169033","@Tesco why can’t you get any deliveries on time?! One in 3 months on time is not good enough! Happy to take my money though!","@Tesco why can’t you get any deliveries on time?! One in 3 months on time is not good enough! Happy to take my money though!","@394987 Sorry if your deliveries have been running late lately Rachel, I'd like to ensure this is reported 1/2 || @394987 Can you DM me your name, address and email address so I can report this please? - David 2/2 https://t.co/py5Z991Bme","not_annotated","1169033","@Tesco why can’t you get any deliveries on time?! One in 3 months on time is not good enough! Happy to take my money though!","delivery_order","high","no","no","The customer complains that Tesco grocery deliveries are repeatedly arriving late, saying only one in three months was on time.","annotated","","","","","","","",""
"1170781","28","24","3","1170777","@sainsburys @246090 So you are selling it without labelling..... A blessing! I've seen the videos it's hardly Disney","@sainsburys @246090 So you are selling it without labelling..... A blessing! I've seen the videos it's hardly Disney || @sainsburys @246090 I've heard about your 'high welfare standards' from a worker at one of your suppliers! Time for an unannounced spot check! Details available || @246090 @442996 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 I still want all meat that is halal, fully marked as such on the front of its packaging. || @442995 @246090 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 I want halal banned altogether! || @442996 @246090 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 Yes would agree, but an easy start labelling. Retailers can the beware why meat sales are dropping. Small steps!! || @442995 @442996 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 Why bother to label something which the regulations state they are not allowed to sell to non-muslims ? || @442995 @442996 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 They can not ""halal-slaughter"" meat intending it to be sold to non-muslims. It is against the regulations. || @246090 @442996 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 Asda used to mark some of its chicken. But seems to have stopped. A large percentage of meat sold in UK is halal. Particularly chicken. || @442995 @442996 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 https://t.co/rzVpDjozBk || @246090 @442996 @Tesco @Morrisons @sainsburys @117249 @117250 @243762 Go to a supermarket. Ask customer service, which is the no halal meat, see what answer. I've had from we don't know to does it matter. || @Tesco Strange, when ever I look at meat/poultry. There is no indication regarding halal. Is there a reason for not putting the info. On packaging || @Tesco This I have done, the answer was they did not know which was which. || @Tesco Thank you. || Why are you selling Halal slaughtered meat to non Muslims?  Read the regulations
@Tesco  @Morrisons @sainsburys @117249   @117250 @243762 https://t.co/TK6z6OPgSV || @sainsburys You miss the point. The regulations do not permit Halal slaughtered meat to be sold for consumtion by non-muslims.
https://t.co/rzVpDjozBk https://t.co/SkDa55VGeY || @246090 @246091 @sainsburys Consumption || @251704 @246091 @sainsburys Tuberculosis || @sainsburys @246090 Simple answer please - Why is Halal meat sold to us without us knowing? || @395359 @sainsburys https://t.co/tBq2EX88Bz || @sainsburys @246090 So your selling stunned at point of slaughter under the halal name. ! || @311272 @sainsburys OH dear !  Misleading the Muslims. https://t.co/fH54L7L8Zr || @sainsburys @246090 @sainsburys this is off the @128858 halal advisors website . Informing people that intodays age the need for halal is not longer required https://t.co/CatbYfpvzn || @sainsburys @246090 @128858 Also another advisor for the halal industry. https://t.co/TLWqhGiEbW || @246090 @sainsburys I know its a massive economy @sainsburys but really making a profit from animal cruelty and false trading. TUT TUT","@442995 Hi Jim, all our meat is labelled to help our customers meet their needs 1/2 || @442995 If you're unclear whether a product you're after is halal, ask one of my in store colleagues, they'll be able to clear things up - Nick 2/2 || @442995 Hi Jim, you can read more about our religious slaughter policy hereL https://t.co/tamWZvV2WM - Paige","not_annotated","1170781","Why are you selling Halal slaughtered meat to non Muslims?  Read the regulations
@Tesco  @Morrisons @sainsburys @117249   @117250 @243762 https://t.co/TK6z6OPgSV","product_information_policy","high","yes","yes","The customer is asking why Tesco sells halal-slaughtered meat without clearly informing customers and later questions the labelling of halal meat. The main request is information about Tesco's halal-meat policy, with the demand for clearer labelling as a secondary feedback/suggestion issue.","annotated","","","","","","","",""
"1174149","5","1","4","1174149","What this in my raspberries @Tesco  ... it's a moving caterpillar 🤢 https://t.co/ho3mwWrM69","What this in my raspberries @Tesco  ... it's a moving caterpillar 🤢 https://t.co/ho3mwWrM69","@396165 Hi Polly, I'm really sorry that you found a caterpillar in your strawberries. I understand your concerns. 1/4 || @396165 Can I also ask for your full name, address, email, barcode and the supplier code so I can log this on my end? 3/4 || @396165 Would you be able to return the product to the any of our Extra/Super/Metro store and they will log this for you and give you a refund. 2/4 || @396165 Can you let me know if you would rather a refund via post or email? Look forward to hearing back from you. Thanks - Mark 4/4","not_annotated","1174149","What this in my raspberries @Tesco  ... it's a moving caterpillar 🤢 https://t.co/ho3mwWrM69","product_safety_sensitive","high","no","no","The customer found a live caterpillar inside Tesco raspberries/strawberries. Tesco treats this as a foreign-body issue and requests the product be returned for investigation/refund.","annotated","","","","","","","",""
"1179809","6","3","3","1179809","@Tesco Why can’t I find these @49952 bags in any Tesco’s in Cardiff? https://t.co/uAKj70rYL9","@Tesco Why can’t I find these @49952 bags in any Tesco’s in Cardiff? https://t.co/uAKj70rYL9 || @Tesco  https://t.co/ZDGQW1Z894 || @Tesco Great thanks! Are the large and small ones available? Will DM now thanks","@397462 Hi there, does this bag happen to have a barcode or anything on it as I cannot locate this bag on our system? Ty - Darren || @397462 Hi Rozy, I can see these bags in stock at our Cardiff Roath Metro &amp; Cardiff Canton Metro at the moment. 1/2 || @397462 I could check store that are maybe a little bit closer to yourself, Can you DM us your postcode? Lawrence 2/2","not_annotated","1179809","@Tesco Why can’t I find these @49952 bags in any Tesco’s in Cardiff? https://t.co/uAKj70rYL9","product_availability","high","no","no","The customer cannot find the pictured Tesco bags in Cardiff and asks about their availability. Tesco checks store stock and identifies Cardiff stores that have them.","annotated","","","","","","","",""
"1199131","7","4","3","1199131","@Tesco I can't check out my very full basket on your app or website, is this likely to be down for a while?","@Tesco I can't check out my very full basket on your app or website, is this likely to be down for a while? || @Tesco Hi, I've tried that, still getting ""oops something went wrong"" message. || @Tesco Just spoken to your helpline, tried a different browser..didnt work and I have to empty basket completely and try again 😭 || @Tesco Thanks, emptied my basket ad refilled and it's worked now","@401738 Hi Caroline, we are not currently aware of any issues, can you please delete the cache and cookies and try again. TY - Chris || @401738 Hi Caroline, I've tested the app and website and I check out fine, this would suggest the issue is local to your devices. 1/2 || @401738 Please check date/time is correct on devices, also that you have cleared the cache and cookies on the browser. Then try again. TY Andrew 2/2","not_annotated","1199131","@Tesco I can't check out my very full basket on your app or website, is this likely to be down for a while?","other_unclear","high","no","no","The customer cannot check out on the Tesco app or website and receives an error. This is a website/app technical problem, and it is resolved after emptying and refilling the basket.","annotated","","","","","","","",""
"1209574","4","1","3","1209574","@Tesco your store Feltham I'm sick of the quality of the avocados. 40% of the time awful but in date. Here is the latest. Would you eat it? https://t.co/PG7SlunRN5","@Tesco your store Feltham I'm sick of the quality of the avocados. 40% of the time awful but in date. Here is the latest. Would you eat it? https://t.co/PG7SlunRN5","@403945 Hi Carl, I'm very sorry to see your avocados aren't up to our standards!! 1/3 || @403945 Please could you DM me some details and I can feed this back to our suppliers and also get a refund sent of to you? 2/3 || @403945 Can I get your full name, address, email address, barcode, supplier code, price and store you got it from? Thanks Calum 3/3","not_annotated","1209574","@Tesco your store Feltham I'm sick of the quality of the avocados. 40% of the time awful but in date. Here is the latest. Would you eat it? https://t.co/PG7SlunRN5","product_quality","high","no","no","The customer complains that Tesco avocados are frequently poor quality despite being within date, and provides another example. Tesco acknowledges that they are below expected standards and offers a refund and supplier feedback.","annotated","","","","","","","",""
"1213537","3","1","2","1213535","@Tesco Was in panic as to how to put the fire out, this product should not be on sale very unsafe","@Tesco Was in panic as to how to put the fire out, this product should not be on sale very unsafe","@404826 Hi there, I'm sorry to learn that your candle lighter has caused an issue and I really hope you're ok. 1/3 || @404826 Are you able to take this back to store with the packaging and receipt so it can be investigated? 2/3","not_annotated","1213535","@Tesco Was in panic as to how to put the fire out, this product should not be on sale very unsafe","product_safety_sensitive","high","no","no","The customer reports that a Tesco candle lighter caused a fire and describes the product as unsafe. Tesco asks them to return it for investigation.","annotated","yes","Conversation root 1213537 is referenced by an available reply but the root tweet itself is absent from TWCS. Available descendants were recovered using both parent and response relationships.","product_safety_sensitive","1.0","product_safety_sensitive","False","False","target_intent_candidate"
"1213553","3","1","2","1213553","@Tesco Hello Tesco, I'd like to complain about a product which landed my partner in A&amp;E after consumption, what is the best way to contact?","@Tesco Hello Tesco, I'd like to complain about a product which landed my partner in A&amp;E after consumption, what is the best way to contact?","@404830 Hi Ian, I'm so sorry to hear that something serious has happened and I hope your partner is ok. 1/2 || @404830 You can either DM us here, call us on 0800 505555 or email on __email__. - Paige 2/2","not_annotated","1213553","@Tesco Hello Tesco, I'd like to complain about a product which landed my partner in A&amp;E after consumption, what is the best way to contact?","product_safety_sensitive","high","no","no","The customer reports that consuming a Tesco product sent their partner to A&E and asks how to make a complaint. This is an explicit serious health consequence associated with a product.","annotated","","","","","","","",""
"1214564","4","1","3","1214564","@Tesco we are currently in Poland.  My son's phone has not picked up a network. My hubby &amp; i has picked up Orange.  Any ideas?","@Tesco we are currently in Poland.  My son's phone has not picked up a network. My hubby &amp; i has picked up Orange.  Any ideas?","@405031 Hi, I'm sorry that the phone has not picked up a network. 1/3 || @405031 You need to contact Tesco Mobile on 03453014455 if you pay monthly and 0345 301 4455 for pay as you go. TY - Eve 3/3 || @405031 I have done much travelling in the past myself and I understand how frustrating it must have been. 2/3","not_annotated","1214564","@Tesco we are currently in Poland.  My son's phone has not picked up a network. My hubby &amp; i has picked up Orange.  Any ideas?","other_unclear","high","no","no","The customer is asking why their son's Tesco Mobile phone cannot connect to a network while in Poland. This is a Tesco Mobile/telecommunications roaming or connectivity issue, which falls outside the eight frozen target intents.","annotated","","","","","","","",""
"1218507","12","7","5","1906536","@Tesco Yes that's it!","@Tesco Yes that's it! || @Tesco Ok thanks. We mainly shop at Roundhay and Seacroft || @Tesco Adam you are a star ! Thank you. LS17 || @Tesco Mark, thanks so much. It's really not urgent but we are way impressed with this customer service from #Tesco! Thank you! || @356113 Haven't been able to find our BFree brown seeded loaf bread anywhere for many weeks in Leeds. Please help! || @405900 Hi Warren. Sorry to hear that! What stores have you tried? Have you asked in store if there is extra stock in the stockroom? || @356113 Thanks for reply-no we haven't asked yet but just seen nothing on shelves for weeks at Tesco or Sainsbury's. Plenty of wraps-no bread!","@405900 Hi Warren, I have looked into this for you and unfortunately no store around you stocks this item. 1/2 || @405900 However Leeds Superstore are expecting a delivery on Saturday night so it should be there for Sunday morning. I hope this helps - Mark 2/2 || @405900 Hi Warren, I've had a look in some of our bigger store's in Leeds and found some for you, 
https://t.co/dtfLHeSvt9

Is this the bread? 1/3 || @405900 If so, we have stock in our:

Bradford Extra - 2 stock.
Leeds Seacroft Extra - 3 stock.
Batley Extra - discontinued.

2/3 || @405900 If you would like you can DM your postcode and I can find some closest to you. :) - Adam 3/3","not_annotated","1218507","@356113 Haven't been able to find our BFree brown seeded loaf bread anywhere for many weeks in Leeds. Please help!","product_availability","high","no","no","The customer cannot find BFree brown seeded loaf bread in Leeds for several weeks and asks Tesco to help locate it. Tesco checks multiple stores and identifies stock at specific locations.","annotated","","","","","","","",""
"1224668","5","2","3","1224668","I need to leave the house and my Tesco delivery is 45 minutes late this is VERY AGGRAVATING.","I need to leave the house and my Tesco delivery is 45 minutes late this is VERY AGGRAVATING. || @Tesco Wouldn't normally mind but had places to be. Don't really want to dob in a probably minimum wage earner tho, thx","@407306 Hi there, sorry your delivery is running late. I totally understand your aggravation :( 1/2 || @407306 DM your full name, address and email address and I will chase it up for you #HappyToHelp - Julie 2/2 || @407306 Hi there, I can appreciate your frustration, if you can DM me the details requested above, I'll be able to chase this up for you. Ty - Mike","not_annotated","1224668","I need to leave the house and my Tesco delivery is 45 minutes late this is VERY AGGRAVATING.","delivery_order","high","no","no","The customer is complaining that their Tesco delivery is 45 minutes late and is aggravating because they need to leave the house. Tesco offers to chase the delayed delivery.","annotated","","","","","","","",""
"1238267","6","2","4","1238267","@Tesco Could not purchase the special Oasis edition of Q magazine as your system didn't recognise the barcode! Why is it on the shelf then?!","@Tesco Could not purchase the special Oasis edition of Q magazine as your system didn't recognise the barcode! Why is it on the shelf then?! || @Tesco Yes, I was at the self scan so I needed assistance, two staff members told me they couldn't let me have it :-( it was Tiverton","@410454 Hi Emily, that a bit strange. did you speak to a member of staff when you were in store? 1/2 || @410454 Can you also let me know which store this was? Thanks - Lee 2/2 || @410454 Hi Emily, I'm afraid that if the product doesn't scan then it cannot be sold as it will not be picked up by the system. 1/2 || @410454 I have logged this for review with the Management  Team at Tiverton Sorry for an disappointment caused.  Regards - James 2/2","not_annotated","1238267","@Tesco Could not purchase the special Oasis edition of Q magazine as your system didn't recognise the barcode! Why is it on the shelf then?!","pricing_payment","high","yes","yes","The customer had a specific Q magazine on the shelf but could not purchase it because the barcode was not recognised by Tesco’s system. Staff at the self-checkout also refused to sell it. The primary issue is the failed transaction/checkout, with the in-store staff handling as a secondary issue.","annotated","","","","","","","",""
"1246911","5","2","3","1246911","@Tesco Any reason your Briton Ferry store NEVER has any frozen peas in stock? Tins/fresh bankrupting us!","@Tesco Any reason your Briton Ferry store NEVER has any frozen peas in stock? Tins/fresh bankrupting us! || @Tesco Yea tad annoying I’m not able to get to the neath abbey store so rely on the Briton Ferry one. Thanks for delivery info","@412542 Hi Daniel, have you considered asking my colleagues on the Customer Service desk is the could hold some for you? TY - Paul || @412542 However, having checked our system the Briton Ferry store are due a delivery of them on Saturday evening! I hope this helps! TY - Martin 2/2 || @412542 Hi Daniel, I am sorry you've had touble finding these in store! For future reference our Neath Abbey Road store has plenty in stock! 1/2","not_annotated","1246911","@Tesco Any reason your Briton Ferry store NEVER has any frozen peas in stock? Tins/fresh bankrupting us!","product_availability","high","no","no","The customer complains that the Briton Ferry store repeatedly has no frozen peas in stock. Tesco checks availability and identifies an upcoming delivery, as well as another nearby store with stock.","annotated","","","","","","","",""
"1265873","5","1","4","1265873","I was just about to eat this sandwich, it's full of mould @Tesco #disgusted https://t.co/pAPBsWKqoC","I was just about to eat this sandwich, it's full of mould @Tesco #disgusted https://t.co/pAPBsWKqoC","@416420 Hi there, I'm very sorry your sandwich had mould on it.  I'm happy to refund this for you.  Can you DM me with the following: 1/4 || @416420 Picture of the barcode, supplier code, batch code, price you paid, name of the store is was purchased from and picture of the receipt 2/4 || @416420 Finally I need your full name and address/email address and your permission to pass your details to the supplier.  3/4 || @416420 I can sent a refund by post or email, let me know your preference. Thanks - Mark  4/4","not_annotated","1265873","I was just about to eat this sandwich, it's full of mould @Tesco #disgusted https://t.co/pAPBsWKqoC","product_safety_sensitive","high","no","no","The customer reports that a Tesco sandwich is full of mould and was about to be eaten. Tesco treats it as a serious product issue and arranges a refund and supplier investigation.","annotated","","","","","","","",""
"1271223","4","2","2","1271223","@Tesco trying to use pay plus on the app very temperamental not good if u dont want to take your debit card out with u all the time","@Tesco trying to use pay plus on the app very temperamental not good if u dont want to take your debit card out with u all the time || @Tesco not the staffs fault hr scanner was working she tested it herself-it was the app","@417625 Sorry Tesco Pay+ didn’t work. Please DM us which store and if it was a self-service or manned checkout and we’ll fix this for you. TY - Alan || @417625 Please DM us the email address, surname and postcode registered on Tesco Pay+ and we can look into this for you. Thanks - Mo","not_annotated","1271223","@Tesco trying to use pay plus on the app very temperamental not good if u dont want to take your debit card out with u all the time","other_unclear","high","no","no","The customer is reporting that Tesco Pay+ in the app is unreliable/temperamental at checkout. Tesco confirms that the problem was with the app, not the staff or scanner.","annotated","","","","","","","",""
"1278214","3","1","2","1278214","@Tesco why let me add to basket if there is no stock? I got a stock alert and it shows as ""low stock"" but not ""out of stock"". Frustrating :( https://t.co/79fohs4rWe","@Tesco why let me add to basket if there is no stock? I got a stock alert and it shows as ""low stock"" but not ""out of stock"". Frustrating :( https://t.co/79fohs4rWe","@419133 Hi Kirsty, I'm really sorry about this. The iPhone 8 is proving very popular and selling out quickly when we receive stock 1/2 || @419133 Whilst our website is currently showing 'low stock' it will soon update to show the item is out of stock. Best wishes. Mike 2/2","not_annotated","1278214","@Tesco why let me add to basket if there is no stock? I got a stock alert and it shows as ""low stock"" but not ""out of stock"". Frustrating :( https://t.co/79fohs4rWe","product_availability","high","yes","yes","The customer received a stock alert and was allowed to add the iPhone 8 to the basket even though stock was effectively unavailable. The primary issue is the misleading/outdated stock status; the website's stock-display behaviour is a secondary issue.","annotated","","","","","","","",""
"1280686","5","1","4","1280686","The alternative to Christmas Pyes No! Over riding taste of pear no plum flavour and no cinnamon. @Tesco sorry just Wron…","The alternative to Christmas Pyes No! Over riding taste of pear no plum flavour and no cinnamon. @Tesco sorry just Wron…","@131770 Hi there, thanks for getting in touch. Can you provide more details about the product you bought in a DM? 1/4 || @131770 I need your full name and address, product barcode, the store it was purchased from and SC or batch codes. 2/4 || @131770 It would also be useful to know the time and date that you purchased the product.   3/4 || @131770 And finally, could I have your permission to pass the details onto the supplier?  Thanks, Mark","not_annotated","1280686","The alternative to Christmas Pyes No! Over riding taste of pear no plum flavour and no cinnamon. @Tesco sorry just Wron…","product_quality","high","no","no","The customer says the alternative Christmas Pyes has the wrong taste profile, specifically an overpowering pear flavour and missing plum/cinnamon notes.","annotated","","","","","","","",""
"1283493","4","1","3","1283493","@Tesco Really disappointing 'finest' mini mince pies. Barely half full!! #zoomin #dontbuy  #betterelsewhere https://t.co/7PWpPLSowm","@Tesco Really disappointing 'finest' mini mince pies. Barely half full!! #zoomin #dontbuy  #betterelsewhere https://t.co/7PWpPLSowm","@420236 Hi Katy. I'm sorry to see this! I'll need to contact our supplier and have this investigated. Could you DM us a few details? 1/3 || @420236 Could I get: your name and address, barcode, supplier code (eg SC12), expiry date, batch code and the store where you made the purchase? 2/3 || @420236 Would it be okay for me to pass your details back to our supplier? Thanks - Chris. 3/3","not_annotated","1283493","@Tesco Really disappointing 'finest' mini mince pies. Barely half full!! #zoomin #dontbuy  #betterelsewhere https://t.co/7PWpPLSowm","product_quality","high","no","no","The customer says Tesco Finest mini mince pies are barely half full, describing the product as disappointing and advising others not to buy them.","annotated","","","","","","","",""
"1288337","7","3","4","1288337","@Tesco Just found random pieces of plastic underneath my cooked fish which shouldn't be there. Now my dinners in the bin!","@Tesco Just found random pieces of plastic underneath my cooked fish which shouldn't be there. Now my dinners in the bin! || @Tesco I have been on dm with your colleague. || @Tesco Who is Suzanna?","@421330 Hi Suzanna. I'm sorry there was plastic in your fish. I understand how concerning this must have been. 1/4 || @421330 Can you please return the product, packaging and your receipt to any Metro, Extra or Superstore so this can be sent to our supplier? 2/4 || @421330 Can you also DM me your full name, address, postcode, barcode, SC code, price paid and store this came from so I can log this? 3/4 || @421330 I look forward to hearing from you. - Alisha 4/4","not_annotated","1288337","@Tesco Just found random pieces of plastic underneath my cooked fish which shouldn't be there. Now my dinners in the bin!","product_safety_sensitive","high","no","no","The customer found pieces of plastic underneath cooked fish. This is a foreign-object contamination issue involving food.","annotated","","","","","","","",""
"1292131","5","3","2","1292133","@Tesco Fabulous! Thanks! Well done @51408 🥂👌🏼","@Tesco Fabulous! Thanks! Well done @51408 🥂👌🏼 || Hey @51408 saw your wine in @Tesco today! Is it suitable for vegetarians? Didn't buy because it didn't say. TIA! 🙂 || @Tesco @51408 Thanks! It was Chester :)","@422173 @51408 Hi Nicky, Can you tell me which store this was in and I can check if it is vegetarian :) - Jay || @422173 Hi Nicky, I am pleased to say that the wine is suitable for vegetarians. Have a lovely evening and enjoy the wine - Callum","not_annotated","1292131","Hey @51408 saw your wine in @Tesco today! Is it suitable for vegetarians? Didn't buy because it didn't say. TIA! 🙂","product_information_policy","high","no","no","The customer asks whether a Tesco wine is suitable for vegetarians because the packaging does not say. Tesco checks and confirms that it is suitable.","annotated","","","","","","","",""
"1293100","4","1","3","1293100","@Tesco is there a reason that every home delivery slot is unavailable? Like, every slot weeks in advance?! I feel like I've offended you lol","@Tesco is there a reason that every home delivery slot is unavailable? Like, every slot weeks in advance?! I feel like I've offended you lol","@422400 Hi there, I'm sorry you're having difficulties booking a delivery slot this evening 1/3 || @422400 I appreciate this must be frustrating and I'd like to get this resolved for you 2/3 || @422400 Can you please DM your full name, full address and email address so I can look into this for you? Thanks - Aneurin 3/3","not_annotated","1293100","@Tesco is there a reason that every home delivery slot is unavailable? Like, every slot weeks in advance?! I feel like I've offended you lol","delivery_order","high","no","no","The customer says every Tesco home-delivery slot is unavailable, even weeks in advance, and asks why they cannot book one.","annotated","","","","","","","",""
"1293927","7","3","4","1293927","@120938 Hi, Tesco credit card. Is there a way to check that it is linked to my clubcard? Think I gave number when applying, not sure.","@120938 Hi, Tesco credit card. Is there a way to check that it is linked to my clubcard? Think I gave number when applying, not sure. || @Tesco Hi, sent you a DM about this. Many thanks. || @Tesco Great, many thanks for your swift assistance  :)","@422584 Hi Andy. I can double check for you and fix it if they aren't linked. Could you send me some details in a DM so I can do this? 1/2 || @422584 I'll need your full name, address, email and Clubcard numbers. There will be a Clubcard on your credit card starting with 634. TY - Cam 2/2 https://t.co/py5Z991Bme || @422584 Hi Andy, I have replied via DM. TY - Joanne || @422584 Not a problem Andy! Enjoy the rest of your week :) - Bryan","not_annotated","1293927","@120938 Hi, Tesco credit card. Is there a way to check that it is linked to my clubcard? Think I gave number when applying, not sure.","other_unclear","high","no","no","The customer is asking whether their Tesco Credit Card is linked to their Clubcard and how to verify that linkage. This is an account/card-linking issue rather than a product, delivery, pricing, safety, or store-service problem.","annotated","","","","","","","",""
"1296348","3","2","1","1296348","@Tesco don't play me like this","@Tesco don't play me like this || @Tesco Was supposed to get food delivery between 21:00 and 22:00 and it hasn't arrived, recieved no contact from anyone with a reason either","@423003 Hi Will can you elaborate please? Ty, Andy","not_annotated","1296348","@Tesco don't play me like this","delivery_order","high","no","no","The surrounding conversation makes clear that the customer’s frustration is about a Tesco food delivery that was scheduled for 21:00–22:00 but had not arrived and had generated no explanation.","annotated","","","","","","","",""
"1298553","8","4","4","1298553","Hey @Tesco I bought a chicken sandwich from my local express yest and had food poisoning for the last 24 hours what’s going on 🤢😩","Hey @Tesco I bought a chicken sandwich from my local express yest and had food poisoning for the last 24 hours what’s going on 🤢😩 || @Tesco Yes I’m feeling much better after 24 hours of passing a chicken and stuffing sarnie unfortunately Thursday is bin day so it’s long gone || @Tesco The sandwich was in date, to yesterday’s date I always buy sandwich’s from the same Tesco and never ever had any issues. I have a eating || @Tesco Disorder and only eat certain foods and the sandwich was all I ate that particular day. There’s no way anything else has made me so ill","@423481 I'm sorry to hear your not well Jennifer. I can understand your concerns, I hope you are feeling better. 1/2 || @423481 Please can you return the packaging back to my colleagues in your local large store? Who will be able to help you further. TY - Jayne 2/2 || @423481 I'm glad you're feeling better Jennifer :) Please can you still pop along to your local Tesco Extra/Superstore? 1/2 || @423481 My colleagues will be able to fill out the relevant forms. TY - Jayne 2/2","not_annotated","1298553","Hey @Tesco I bought a chicken sandwich from my local express yest and had food poisoning for the last 24 hours what’s going on 🤢😩","product_safety_sensitive","high","no","no","The customer reports suffering from food poisoning for 24 hours after eating a Tesco chicken sandwich. They also state that the sandwich was the only food they ate that day and that they have recovered.","annotated","","","","","","","",""
"1299604","6","2","4","1299603","@Tesco Okay DM sent!","@Tesco Okay DM sent! || @Tesco Still waiting for my order 456356749","@423748 Good morning Onno. I've just replied to your message. I hope this helps. - Natalie || @423748 Hi there, I'm sorry your online delivery hasn't arrived on time this evening. 1/3 || @423748 I appreciate how disappointing and inconvenient this must be and I'd like to investigate further 2/3 || @423748 In order for me to do so can you please DM your full name, full address and email address? Thanks - Aneurin 3/3","not_annotated","1299604","@Tesco Still waiting for my order 456356749","delivery_order","high","no","no","The customer says they are still waiting for Tesco online order 456356749. Tesco explicitly confirms that the online delivery has not arrived on time and offers to investigate.","annotated","","","","","","","",""
"1305685","4","2","2","1305685","@Tesco my delivery is due between 4 n 8, surely my 1 hour slot should have been sent to me by now?","@Tesco my delivery is due between 4 n 8, surely my 1 hour slot should have been sent to me by now? || @Tesco My delivery was due by 8pm. Said delivery has arrived. Y'all late","@425120 Hello there, can you please DM your name, address and email? I can log your feedback. TY - Chris || @425120 Hi, let me get this looked into for you but can you DM me some details like your name,address and order number please? TY - Donna","not_annotated","1305685","@Tesco my delivery is due between 4 n 8, surely my 1 hour slot should have been sent to me by now?","delivery_order","high","no","no","The customer is waiting for a grocery delivery and is concerned that the promised one-hour delivery slot has not been sent. The later message confirms the delivery itself was also late.","annotated","","","","","","","",""
"1313978","6","3","3","1313974","@Tesco Ok","@Tesco Ok || Trying to top up my @Tesco delivery on their ‘NEW’ ‘improved’site #Excruciating😫😩If it ain’t broke why fix it? EXTREMELY Painful experience || @Tesco If yr going to do yr weekly @tesco order make sure to allocate extra time....it’s a shambles..slow...slow...slow Rethinking who I use sadly😟","@422157 Morning Jo, I'm sorry you are unhappy with the new website. We always encourage our customers to provide feedback on our new website. 1/3 || @422157 I want to pass your comments onto our website team to look into further. Please DM your name, address and email. 2/3 || @422157 I'll be able to access your account and fully log your comments. This will also be passed to the relevant team to look into. - Nat 3/3","not_annotated","1313978","Trying to top up my @Tesco delivery on their ‘NEW’ ‘improved’site #Excruciating😫😩If it ain’t broke why fix it? EXTREMELY Painful experience","other_unclear","high","no","no","The customer is frustrated by Tesco's new/improved website, describing it as extremely slow and painful while trying to top up a delivery. Tesco explicitly treats this as feedback about the new website and forwards it to the website team.","annotated","","","","","","","",""
"1326407","6","3","3","1326407","@Tesco Why are your stores still giving out the old £1 coins today?","@Tesco Why are your stores still giving out the old £1 coins today? || @Tesco East Hill Dartford. || @Tesco I didn't take a receipt. The person in front of me refused them,then I asked for 50p's instead. They said they had no new one's for change!","@429478 Hi Lel, I am very sorry about this. Our stores should not be giving them out. What store did you visit? - Allyn || @429478 Hi Lel, so I can look into this, can you DM me a clear photo of your receipt please? Thanks - Mark || @429478 I am sorry Lel, I've been in touch with the store, they were low on coins and had no choice, unfortunately. -  Megan","not_annotated","1326407","@Tesco Why are your stores still giving out the old £1 coins today?","pricing_payment","high","no","no","The customer complains that the Tesco store gave out old £1 coins as change and could not provide the newer coins. Tesco confirms the store was low on new coins and had no choice.","annotated","","","","","","","",""
"1357437","4","2","2","1357437","@Tesco https://t.co/PBG8AmDi4H","@Tesco https://t.co/PBG8AmDi4H || @Tesco Hi, I’ve just messaged and it’s asking for my clubcard number 😂😂","@436481 Hi Elisha. Don't worry I can get you one sent out from here. Can you DM me some details so I can access your account? 1/2 || @436481 I'll need your name, address and email address. Thanks - Cameron 2/2 https://t.co/py5Z991Bme","not_annotated","1357437","@Tesco https://t.co/PBG8AmDi4H","other_unclear","high","no","no","The customer's actual message is only a link/image, so the underlying request cannot be determined reliably from the available text. Tesco's reply indicates they can send something out, and the follow-up mentions the Clubcard number, but this is not enough to confidently identify one of the target intents.","annotated","","","","","","","",""
